sport,height_cm,weight_kg,bmi,position,Player,height,weight,Wingspan,Hand Length,Hand Width,source_file,processed_date,Sex,Arm Span,Leg Length,Torso Length,Spike Reach,Block Reach,weight_height_ratio,height_weight_ratio,cluster,pca_1,pca_2
distance_running,170.0,57.0,19.723183391003463,DISTANCE RUNNER,Geoffrey Kamworor,170 cm,57 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3352941176470588,2.982456140350877,3,-4.369482517823708,0.8026617569631002
distance_running,170.0,62.0,21.453287197231838,DISTANCE RUNNER,Bernard Lagat,170 cm,62 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.36470588235294116,2.7419354838709675,3,-3.0431224923280733,0.803273460852764
distance_running,178.8138528138528,78.85714285714286,23.772820313081258,DISTANCE RUNNER,Eliud Kipchoge 2,,,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6464052758692728,0.18952756499069448
distance_running,168.0,78.85714285714286,23.772820313081258,DISTANCE RUNNER,Abel Kirui,168 cm,,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6810385117647298,0.5030790386643385
distance_running,178.8138528138528,78.85714285714286,23.772820313081258,DISTANCE RUNNER,Frank Elite,,,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6464052758692728,0.18952756499069448
distance_running,157.0,47.0,19.067710657633167,DISTANCE RUNNER,Yuki Kawauchi,157 cm,47 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.29936305732484075,3.3404255319148937,3,-5.7896096003756785,1.7750264233743722
distance_running,178.8138528138528,78.85714285714286,23.772820313081258,DISTANCE RUNNER,Shura Kitata,,,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6464052758692729,0.18952756499069456
distance_running,178.0,63.0,19.883853048857468,DISTANCE RUNNER,Galen Rupp,178 cm,63 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3539325842696629,2.8253968253968256,3,-3.707206349177936,0.2256388298370118
distance_running,178.8138528138528,78.85714285714286,23.772820313081258,DISTANCE RUNNER,Stephen Kiprop,,,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6464052758692729,0.18952756499069456
distance_running,160.0,50.0,19.531249999999996,DISTANCE RUNNER,Kiplimo Jacob,160 cm,50 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3125,3.2,3,-5.210052952752189,1.5390217594742739
distance_running,165.0,56.0,20.569329660238754,DISTANCE RUNNER,Kenenisa Bekele,165 cm,56 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3393939393939394,2.9464285714285716,3,-4.056868152080986,1.1606125706443209
distance_running,176.0,61.0,19.692665289256198,DISTANCE RUNNER,Kelvin Kiptum,176 cm,61 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3465909090909091,2.8852459016393444,3,-3.9906887670984474,0.3712150559504176
distance_running,165.0,56.0,20.569329660238754,DISTANCE RUNNER,Haile Gebrselassie,165 cm,56 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3393939393939394,2.9464285714285716,3,-4.056868152080986,1.1606125706443209
distance_running,167.0,52.0,18.645344042454013,DISTANCE RUNNER,Eliud Kipchoge,167 cm,52 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.31137724550898205,3.2115384615384617,3,-5.434173267080716,1.0491069286145933
distance_running,172.0,60.0,20.281233098972418,DISTANCE RUNNER,Wilson Kipsang,172 cm,60 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.3488372093023256,2.8666666666666667,3,-3.7989106834667137,0.6526561260361765
distance_running,168.0,54.0,19.13265306122449,DISTANCE RUNNER,Dennis Kimetto,168 cm,54 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.32142857142857145,3.111111111111111,3,-4.973265311584613,0.9602627918861948
distance_running,168.0,78.85714285714286,23.772820313081258,DISTANCE RUNNER,Muktar Edris,168 cm,,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6810385117647297,0.5030790386643385
distance_running,175.0,63.0,20.571428571428573,DISTANCE RUNNER,Mo Farah,175 cm,63 kg,,,,distance_running.csv,2025-09-13T21:48:26.825280,M,,,,,,0.36,2.7777777777777777,3,-3.372483475441258,0.4360959957494799
gymnastics,170.0,78.85714285714286,23.772820313081258,GYMNAST,Sam Mikulak,170 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6746331654942326,0.44508833376553003
gymnastics,170.0,78.85714285714286,23.772820313081258,GYMNAST,Yul Moldauer,170 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6746331654942326,0.44508833376553003
gymnastics,170.0,78.85714285714286,23.772820313081258,GYMNAST,David Belyavskiy,170 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6746331654942326,0.44508833376553003
gymnastics,169.0,78.85714285714286,23.772820313081258,GYMNAST,Epke Zonderland,169 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.677835838629481,0.474083686214934
gymnastics,168.0,78.85714285714286,23.772820313081258,GYMNAST,Diego Hypólito,168 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6810385117647297,0.5030790386643385
gymnastics,165.0,78.85714285714286,23.772820313081258,GYMNAST,Giarnni Regini-Moran,165 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6906465311704748,0.5900650960125513
gymnastics,164.0,78.85714285714286,23.772820313081258,GYMNAST,Oleg Verniaiev,164 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6938492043057236,0.6190604484619553
gymnastics,160.0,78.85714285714286,23.772820313081258,GYMNAST,Max Whitlock,160 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.7066598968467169,0.7350418582595722
gymnastics,162.0,78.85714285714286,23.772820313081258,GYMNAST,Artur Dalaloyan,162 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.7002545505762198,0.6770511533607639
gymnastics,150.0,78.85714285714286,23.772820313081258,GYMNAST,Carlos Yulo,150 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.7386866281992004,1.0249953827536153
gymnastics,162.0,54.0,20.576131687242793,GYMNAST,Kōhei Uchimura,162 cm,54.0 kg,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.3333333333333333,3.0,3,-4.2608353859447,1.380949391356176
gymnastics,166.0,78.85714285714286,23.772820313081258,GYMNAST,Daiki Hashimoto,166 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6874438580352262,0.5610697435631469
gymnastics,168.0,78.85714285714286,23.772820313081258,GYMNAST,Nikita Nagornyy,168 cm,,,,,gymnastics.csv,2025-09-13T21:48:26.827281,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6810385117647297,0.5030790386643385
rowing,189.0,90.0,25.195263290501387,ROWER,Damir Martin,189 cm,90 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.47619047619047616,2.1,2,1.0019615334702117,-0.4417277459906287
rowing,177.0,72.0,22.981901752370007,ROWER,Fintan McCarthy,177 cm,72 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4067796610169492,2.4583333333333335,0,-1.4316407027206544,0.33425785842073796
rowing,177.0,72.0,22.981901752370007,ROWER,Paul O'Donovan,177 cm,72 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4067796610169492,2.4583333333333335,0,-1.4316407027206544,0.33425785842073796
rowing,191.0,88.0,24.12214577451276,ROWER,Andrew Triggs Hodge,191 cm,88 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4607329842931937,2.1704545454545454,2,0.36497669234081237,-0.6334266389245888
rowing,190.0,87.0,24.099722991689752,ROWER,Lucerne Rotsee,190 cm,87 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.45789473684210524,2.1839080459770117,2,0.2796177212421122,-0.5621947949185744
rowing,198.0,98.0,24.997449239873482,ROWER,Pete Reed,198 cm,98 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.494949494949495,2.020408163265306,2,1.4897486727899847,-1.1047723929440123
rowing,185.0,83.0,24.251278305332356,ROWER,Jurgen Grobler,185 cm,83 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4486486486486487,2.2289156626506026,0,0.04322974846886151,-0.1949644539172205
rowing,200.0,103.0,25.75,ROWER,Ondřej Synek,200 cm,103 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.515,1.941747572815534,2,2.1783523234252105,-1.2178312071334303
rowing,190.0,89.0,24.653739612188367,ROWER,Martin Sinković,190 cm,89 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.46842105263157896,2.134831460674157,2,0.6821699715020536,-0.5394055305865738
rowing,193.0,94.0,25.235576794007894,ROWER,James Cracknell,193 cm,94 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.48704663212435234,2.0531914893617023,2,1.3124385836513177,-0.7308967338790628
rowing,193.0,91.0,24.43018604526296,ROWER,Valent Sinković,193 cm,91 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.47150259067357514,2.120879120879121,2,0.7281287059358754,-0.765738650117879
rowing,195.0,100.0,26.298487836949377,ROWER,Steve Redgrave,195 cm,100 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5128205128205128,1.95,2,2.2171211703701306,-0.8239588532943617
rowing,196.0,98.0,25.510204081632654,ROWER,Matthew Pinsent,196 cm,98 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5,2.0,2,1.721991072999921,-0.9366559545452885
rowing,200.0,99.0,24.75,ROWER,Mahe Drysdale,200 cm,99 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.495,2.0202020202020203,2,1.4474511883526588,-1.2595688894872357
rowing,189.0,88.0,24.635368550712467,ROWER,Hamish Bond,189 cm,88 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.4656084656084656,2.147727272727273,2,0.5991681144741141,-0.46777638019619827
rowing,198.0,100.0,25.507601265177023,ROWER,Eric Murray,198 cm,100 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.5050505050505051,1.98,2,1.861147613664585,-1.082702898580946
rowing,193.0,93.0,24.967113211092915,ROWER,Olaf Tufte,193 cm,93 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.48186528497409326,2.075268817204301,2,1.1184261519438852,-0.7431214524273366
rowing,193.0,90.0,24.161722462347985,ROWER,Drew Ginn,193 cm,90 kg,,,,rowing.csv,2025-09-13T21:48:26.830914,M,,,,,,0.46632124352331605,2.1444444444444444,2,0.5317931897998946,-0.7760904128289035
soccer,193.0,92.0,24.69864962817794,SOCCER,Manuel Neuer,193 cm,92 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.47668393782383417,2.097826086956522,2,0.9236644267003074,-0.7547420630555135
soccer,183.0,76.0,22.694018931589476,SOCCER,Toni Kroos,183 cm,76 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.41530054644808745,2.4078947368421053,0,-1.2321540098547323,-0.10604402463988119
soccer,168.0,70.0,24.801587301587304,SOCCER,N'Golo Kanté,168 cm,70 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4166666666666667,2.4,0,-0.7687765263464484,1.0713863993672552
soccer,177.0,75.0,23.93948099205209,SOCCER,Joshua Kimmich,177 cm,75 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.423728813559322,2.36,0,-0.7390834669280024,0.37100794490127587
soccer,193.0,92.0,24.69864962817794,SOCCER,Virgil van Dijk,193 cm,92 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.47668393782383417,2.097826086956522,2,0.9236644267003074,-0.7547420630555135
soccer,191.0,91.0,24.94449165318933,SOCCER,Alisson Becker,191 cm,91 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.47643979057591623,2.098901098901099,2,0.9621157918391018,-0.5989519857612553
soccer,176.0,73.0,23.56663223140496,SOCCER,Antoine Griezmann,176 cm,73 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4147727272727273,2.410958904109589,0,-1.0769334749271369,0.42796169494675457
soccer,185.0,78.0,22.79035792549306,SOCCER,Victor Osimhen,185 cm,78 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.42162162162162165,2.371794871794872,0,-1.0248947262999581,-0.24669136261393915
soccer,172.0,66.0,22.30935640886966,SOCCER,Luka Modrić,172 cm,66 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.38372093023255816,2.606060606060606,0,-2.2697338755346457,0.6758292319887167
soccer,184.0,82.0,24.22022684310019,SOCCER,Sergio Ramos,184 cm,82 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.44565217391304346,2.2439024390243905,0,-0.048761274057926664,-0.12395402274883316
soccer,177.0,75.0,23.93948099205209,SOCCER,Paulo Dybala,177 cm,75 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.423728813559322,2.36,0,-0.7390834669280024,0.37100794490127587
soccer,195.0,95.0,24.983563445101908,SOCCER,Zlatan Ibrahimović,195 cm,95 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.48717948717948717,2.0526315789473686,2,1.270171177644306,-0.8875805567659178
soccer,187.0,85.0,24.307243558580453,SOCCER,Marc-André ter Stegen,187 cm,85 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.45454545454545453,2.2,0,0.22271536357422933,-0.33721406955999705
soccer,191.0,94.0,25.766837531865903,SOCCER,Romelu Lukaku,191 cm,94 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.49214659685863876,2.0319148936170213,2,1.5521244359790454,-0.5587284980650369
soccer,185.0,81.0,23.66691015339664,SOCCER,Karim Benzema,185 cm,81 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.43783783783783786,2.2839506172839505,0,-0.3807153678022765,-0.2183195664403977
soccer,175.0,69.0,22.53061224489796,SOCCER,Sadio Mané,175 cm,69 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.3942857142857143,2.536231884057971,0,-1.9000268456141178,0.4648518538105855
soccer,187.0,84.0,24.021275987303035,SOCCER,Cristiano Ronaldo,187 cm,84 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.44919786096256686,2.2261904761904763,0,0.015286153650194517,-0.34890910489020394
soccer,170.0,69.0,23.87543252595156,SOCCER,Raheem Sterling,170 cm,69 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.40588235294117647,2.463768115942029,0,-1.2776457541016477,0.8778418855040395
soccer,178.0,73.0,23.04002019946976,SOCCER,Kylian Mbappé,178 cm,73 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4101123595505618,2.4383561643835616,0,-1.3202218821678837,0.26400771901011144
soccer,195.0,94.0,24.720578566732414,SOCCER,Erling Haaland,195 cm,94 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.48205128205128206,2.074468085106383,2,1.0787356874358043,-0.8986557470876434
soccer,181.0,70.0,21.36686914318855,SOCCER,Kevin De Bruyne,181 cm,70 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.3867403314917127,2.585714285714286,0,-2.361812562626421,0.011300453163564844
soccer,175.0,68.0,22.20408163265306,SOCCER,Neymar Jr.,175 cm,68 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.38857142857142857,2.573529411764706,0,-2.140814891888076,0.456333275111845
soccer,170.0,72.0,24.913494809688583,SOCCER,Lionel Messi,170 cm,72 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4235294117647059,2.361111111111111,0,-0.5468628462290342,0.9306409833443067
soccer,185.0,81.0,23.66691015339664,SOCCER,Robert Lewandowski,185 cm,81 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.43783783783783786,2.2839506172839505,0,-0.3807153678022765,-0.2183195664403977
soccer,188.0,86.0,24.332277048438208,SOCCER,Harry Kane,188 cm,86 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4574468085106383,2.186046511627907,2,0.31029502043613333,-0.4084522301899337
soccer,186.0,75.0,21.678806798473808,SOCCER,Jude Bellingham,186 cm,75 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4032258064516129,2.48,0,-1.7910316841124785,-0.3409217506214563
soccer,171.0,70.0,23.938989774631512,SOCCER,Phil Foden,171 cm,70 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4093567251461988,2.442857142857143,0,-1.161663261756525,0.807695591073204
soccer,173.0,64.0,21.383941996057334,SOCCER,Bernardo Silva,173 cm,64 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.3699421965317919,2.703125,3,-2.8895797694520438,0.5853319324309272
soccer,176.0,73.0,23.56663223140496,SOCCER,Vinícius Júnior,176 cm,73 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4147727272727273,2.410958904109589,0,-1.0769334749271369,0.42796169494675457
soccer,175.0,71.0,23.183673469387756,SOCCER,Mohamed Salah,175 cm,71 kg,,,,soccer.csv,2025-09-13T21:48:26.832929,M,,,,,,0.4057142857142857,2.464788732394366,0,-1.4233715592283258,0.4858563455468664
tennis,191.0,80.0,21.929223431375238,TENNIS,Grigor Dimitrov,191 cm,80 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.418848167539267,2.3875,0,-1.2683547443242371,-0.69233518676568
tennis,198.0,86.0,21.93653708805224,TENNIS,Marin Čilić,198 cm,86 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.43434343434343436,2.302325581395349,0,-0.8002637752451519,-1.187510021192696
tennis,208.0,109.0,25.194156804733726,TENNIS,John Isner,208 cm,109 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.5240384615384616,1.908256880733945,2,2.3324212456993907,-1.824444025084727
tennis,211.0,109.0,24.48282832820467,TENNIS,Reilly Opelka,211 cm,109 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.5165876777251185,1.9357798165137614,2,2.007590009474563,-2.0643829013917454
tennis,183.0,76.0,22.694018931589476,TENNIS,Roberto Bautista Agut,183 cm,76 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.41530054644808745,2.4078947368421053,0,-1.2321540098547323,-0.10604402463988119
tennis,170.0,64.0,22.145328719723185,TENNIS,Diego Schwartzman,170 cm,64 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.3764705882352941,2.65625,3,-2.52900682464351,0.8167632744534115
tennis,193.0,85.0,22.819404547773097,TENNIS,Nick Kyrgios,193 cm,85 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.44041450777202074,2.2705882352941176,0,-0.4628693039710452,-0.8173803133858043
tennis,196.0,95.0,24.729279466888798,TENNIS,Matteo Berrettini,196 cm,95 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.4846938775510204,2.0631578947368423,2,1.154588160579818,-0.9707135222454021
tennis,188.0,77.0,21.785875961973744,TENNIS,Novak Djokovic,188 cm,77 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.4095744680851064,2.4415584415584415,0,-1.576598049929164,-0.48153146395849483
tennis,185.0,73.0,21.32943754565376,TENNIS,Carlos Alcaraz,185 cm,73 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.3945945945945946,2.5342465753424657,0,-2.1235761148299095,-0.27378216713215353
tennis,185.0,79.0,23.08254200146092,TENNIS,Jannik Sinner,185 cm,79 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.42702702702702705,2.3417721518987342,0,-0.8090109405061302,-0.2381671814872846
tennis,198.0,90.0,22.95684113865932,TENNIS,Alexander Zverev,198 cm,90 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.45454545454545453,2.2,0,-0.023885276103804663,-1.1704449573700573
tennis,185.0,85.0,24.835646457268076,TENNIS,Rafael Nadal,185 cm,85 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.4594594594594595,2.176470588235294,2,0.46313149934959574,-0.16834943197490235
tennis,198.0,83.0,21.17130905009693,TENNIS,Daniil Medvedev,198 cm,83 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.41919191919191917,2.3855421686746987,0,-1.3926524733514607,-1.192161939680305
tennis,193.0,91.0,24.43018604526296,TENNIS,Stefanos Tsitsipas,193 cm,91 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.47150259067357514,2.120879120879121,2,0.7281287059358754,-0.765738650117879
tennis,188.0,79.0,22.351742870076958,TENNIS,Andrey Rublev,188 cm,79 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.42021276595744683,2.3797468354430378,0,-1.1494337185856525,-0.4716244298441466
tennis,185.0,77.0,22.498173849525198,TENNIS,Casper Ruud,185 cm,77 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.41621621621621624,2.4025974025974026,0,-1.2419959662478457,-0.25423398756622206
tennis,188.0,86.0,24.332277048438208,TENNIS,Taylor Fritz,188 cm,86 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.4574468085106383,2.186046511627907,2,0.31029502043613333,-0.4084522301899337
tennis,185.0,85.0,24.835646457268076,TENNIS,Frances Tiafoe,185 cm,85 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.4594594594594595,2.176470588235294,2,0.46313149934959574,-0.16834943197490235
tennis,185.0,85.0,24.835646457268076,TENNIS,Roger Federer,185 cm,85 kg,,,,tennis.csv,2025-09-13T21:48:26.842517,M,,,,,,0.4594594594594595,2.176470588235294,2,0.46313149934959574,-0.16834943197490235
track_field,178.0,78.85714285714286,23.772820313081258,SPRINTER,Christian Malcolm,178 cm,,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6490117804122456,0.21312551417029607
track_field,183.0,77.0,22.99262444384723,SPRINTER,Reece Prescod,183 cm,77 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4207650273224044,2.3766233766233764,0,-1.011774386010227,-0.09738302622658883
track_field,188.0,86.0,24.332277048438208,SPRINTER,Fred Kerley,188 cm,86 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4574468085106383,2.186046511627907,2,0.31029502043613333,-0.4084522301899337
track_field,183.0,78.0,23.291229956104985,SPRINTER,Kenny Bednarek,183 cm,78 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4262295081967213,2.3461538461538463,0,-0.7926465925146021,-0.08771275629033043
track_field,195.0,94.0,24.720578566732414,SPRINTER,Usain Bolt,195 cm,94 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.48205128205128206,2.074468085106383,2,1.0787356874358043,-0.8986557470876434
track_field,180.0,90.0,27.777777777777775,SPRINTER,Yohan Blake,180 cm,90 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.5,2.0,2,2.153892000853666,0.38037228049058774
track_field,185.0,83.0,24.251278305332356,SPRINTER,Justin Gatlin,185 cm,83 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4486486486486487,2.2289156626506026,0,0.04322974846886151,-0.1949644539172205
track_field,176.0,73.0,23.56663223140496,SPRINTER,Christian Coleman,176 cm,73 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4147727272727273,2.410958904109589,0,-1.0769334749271369,0.42796169494675457
track_field,173.0,75.0,25.05930702662969,SPRINTER,Trayvon Bromell,173 cm,75 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.43352601156069365,2.3066666666666666,0,-0.22978779314689768,0.7187248290252206
track_field,178.0,83.0,26.19618735008206,SPRINTER,Tyson Gay,178 cm,83 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.46629213483146065,2.144578313253012,2,0.9211590874043116,0.41976748606029596
track_field,176.0,75.0,24.212293388429753,SPRINTER,Andre De Grasse,176 cm,75 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.42613636363636365,2.3466666666666667,0,-0.6143442814905262,0.4559924910468451
track_field,175.0,78.85714285714286,23.772820313081258,SPRINTER,Yuki Koike,175 cm,,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6586197998179908,0.3001115715185087
track_field,183.0,78.85714285714286,23.772820313081258,SPRINTER,Letsile Tebogo,183 cm,,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6329984147360034,0.06814875192327485
track_field,180.0,78.85714285714286,23.772820313081258,SPRINTER,Erriyon Knighton,180 cm,,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.4318662374378764,2.387949025397685,0,-0.6426064341417487,0.15513480927148754
track_field,188.0,88.0,24.898143956541425,SPRINTER,Asafa Powell,188 cm,88 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.46808510638297873,2.1363636363636362,2,0.7185237692722323,-0.3832786352252312
track_field,183.0,79.0,23.589835468362743,SPRINTER,Noah Lyles,183 cm,79 kg,,,,track_field.csv,2025-09-13T21:48:26.844513,M,,,,,,0.43169398907103823,2.3164556962025316,0,-0.5747230915065048,-0.07707154159780145
volleyball,202.0,91.0,22.30173512400745,VOLLEYBALL,Amir Ghafour,202 cm,91 kg,,,,volleyball.csv,2025-09-13T21:48:26.848336,M,,,,,,0.4504950495049505,2.21978021978022,0,-0.2562686348538689,-1.4658946738440979
volleyball,197.0,88.0,22.675152670772242,VOLLEYBALL,Sergey Tetyukhin,197 cm,88 kg,,,,volleyball.csv,2025-09-13T21:48:26.848336,M,,,,,,0.4467005076142132,2.2386363636363638,0,-0.303525272144115,-1.1052465329952381
